"Technology";"p_year";"Country";"rca_ctry_tech"
"Chemistry";"1991";"United Kingdom";1,08737955507379
"Chemistry";"1991";"United States";1,06453096494443
"Chemistry";"1991";"Switzerland";1,01200489813596
"Chemistry";"1991";"Canada";1,0056385903124
"Chemistry";"1991";"Austria";0,956405753843491
"Chemistry";"1991";"France";0,941838944877267
"Chemistry";"1991";"Ireland";0,926945035472192
"Chemistry";"1991";"Australia";0,870163566916569
"Chemistry";"1991";"Japan";0,846997861236938
"Chemistry";"1991";"Finland";0,838158193205396
"Chemistry";"1991";"Netherlands";0,750118606756456
"Chemistry";"1991";"Norway";0,734023391616546
"Chemistry";"1991";"Sweden";0,653022790564271
"Chemistry";"1991";"Argentina";0
"Chemistry";"1991";"Bangladesh";0
"Chemistry";"1991";"Bermuda";0
"Chemistry";"1991";"Brazil";0
"Chemistry";"1991";"Bahamas";0
"Chemistry";"1991";"Chile";0
"Chemistry";"1991";"China";0
"Chemistry";"1991";"Colombia";0
"Chemistry";"1991";"Czechia";0
"Chemistry";"1991";"Algeria";0
"Chemistry";"1991";"Greece";0
"Chemistry";"1991";"Hong Kong SAR China";0
"Chemistry";"1991";"Honduras";0
"Chemistry";"1991";"Indonesia";0
"Chemistry";"1991";"India";0
"Chemistry";"1991";"Iran";0
"Chemistry";"1991";"Iceland";0
"Chemistry";"1991";"South Korea";0
"Chemistry";"1991";"Cayman Islands";0
"Chemistry";"1991";"Liechtenstein";0
"Chemistry";"1991";"Sri Lanka";0
"Chemistry";"1991";"Luxembourg";0
"Chemistry";"1991";"Monaco";0
"Chemistry";"1991";"Malawi";0
"Chemistry";"1991";"Mexico";0
"Chemistry";"1991";"Malaysia";0
"Chemistry";"1991";"Nigeria";0
"Chemistry";"1991";"Nepal";0
"Chemistry";"1991";"New Zealand";0
"Chemistry";"1991";"Panama";0
"Chemistry";"1991";"Peru";0
"Chemistry";"1991";"Poland";0
"Chemistry";"1991";"Portugal";0
"Chemistry";"1991";"Russia";0
"Chemistry";"1991";"Saudi Arabia";0
"Chemistry";"1991";"Singapore";0
"Chemistry";"1991";"St. Helena";0
"Chemistry";"1991";"El Salvador";0
"Chemistry";"1991";"Thailand";0
"Chemistry";"1991";"Turkey";0
"Chemistry";"1991";"Taiwan";0
"Chemistry";"1992";"India";2,86125081728133
"Chemistry";"1992";"Hungary";2,13261145449671
"Chemistry";"1992";"Denmark";1,40316421718833
"Chemistry";"1992";"Belgium";1,37233738438764
"Chemistry";"1992";"South Africa";1,22033622978033
"Chemistry";"1992";"Italy";1,19623354787757
"Chemistry";"1992";"Israel";1,16073807299566
"Chemistry";"1992";"Germany";1,15285055621743
"Chemistry";"1992";"Spain";1,14729760952756
"Chemistry";"1992";"United Kingdom";1,10817547057455
"Chemistry";"1992";"United States";1,06680968816758
"Chemistry";"1992";"Canada";1,05609300130434
"Chemistry";"1992";"Switzerland";1,04403577867301
"Chemistry";"1992";"Austria";0,991890831764653
"Chemistry";"1992";"France";0,981879624672999
"Chemistry";"1992";"Australia";0,882092718630965
"Chemistry";"1992";"Finland";0,861440316636146
"Chemistry";"1992";"Ireland";0,837476613519321
"Chemistry";"1992";"Japan";0,827717190781013
"Chemistry";"1992";"South Korea";0,8262873113433
"Chemistry";"1992";"Netherlands";0,766102734961808
"Chemistry";"1992";"Norway";0,724428137435404
"Chemistry";"1992";"Sweden";0,671216283850314
"Chemistry";"1992";"Argentina";0
"Chemistry";"1992";"Brazil";0
"Chemistry";"1992";"Bahamas";0
"Chemistry";"1992";"Chile";0
"Chemistry";"1992";"China";0
"Chemistry";"1992";"Colombia";0
"Chemistry";"1992";"Cuba";0
"Chemistry";"1992";"Cyprus";0
"Chemistry";"1992";"Czechia";0
"Chemistry";"1992";"Gabon";0
"Chemistry";"1992";"Guinea";0
"Chemistry";"1992";"Greece";0
"Chemistry";"1992";"Hong Kong SAR China";0
"Chemistry";"1992";"Indonesia";0
"Chemistry";"1992";"Iran";0
"Chemistry";"1992";"Iceland";0
"Chemistry";"1992";"Kenya";0
"Chemistry";"1992";"North Korea";0
"Chemistry";"1992";"Cayman Islands";0
"Chemistry";"1992";"Liechtenstein";0
"Chemistry";"1992";"Sri Lanka";0
"Chemistry";"1992";"Luxembourg";0
"Chemistry";"1992";"Morocco";0
"Chemistry";"1992";"Monaco";0
"Chemistry";"1992";"Moldova";0
"Chemistry";"1992";"Mongolia";0
"Chemistry";"1992";"Malta";0
"Chemistry";"1992";"Mexico";0
"Chemistry";"1992";"Malaysia";0
"Chemistry";"1992";"Nigeria";0
"Chemistry";"1992";"New Zealand";0
"Chemistry";"1992";"Peru";0
"Chemistry";"1992";"Philippines";0
"Chemistry";"1992";"Poland";0
"Chemistry";"1992";"Portugal";0
"Chemistry";"1992";"Russia";0
"Chemistry";"1992";"Saudi Arabia";0
"Chemistry";"1992";"Singapore";0
"Chemistry";"1992";"Slovenia";0
"Chemistry";"1992";"Senegal";0
"Chemistry";"1992";"Thailand";0
"Chemistry";"1992";"Tunisia";0
"Chemistry";"1992";"Turkey";0
"Chemistry";"1992";"Taiwan";0
"Chemistry";"1992";"Ukraine";0
"Chemistry";"1992";"Vatican City";0
"Chemistry";"1992";"Venezuela";0
"Chemistry";"1993";"India";2,57692868779186
"Chemistry";"1993";"Hungary";2,25194270227502
"Chemistry";"1993";"Denmark";1,47447835915202
"Chemistry";"1993";"Belgium";1,37265950522495
"Chemistry";"1993";"Italy";1,18555946458263
"Chemistry";"1993";"Germany";1,17802640025151
"Chemistry";"1993";"Spain";1,1768721908422
"Chemistry";"1993";"United Kingdom";1,13557220384307
"Chemistry";"1993";"Israel";1,11378738441113
"Chemistry";"1993";"South Africa";1,09876135152515
"Chemistry";"1993";"Canada";1,09224652807012
"Chemistry";"1993";"United States";1,0630801043995
"Chemistry";"1993";"Switzerland";1,05853707100883
"Chemistry";"1993";"France";1,00968140153611
"Chemistry";"1993";"Austria";0,995920701234349
"Chemistry";"1993";"Australia";0,955760069533276
"Chemistry";"1993";"Finland";0,837999022462908
"Chemistry";"1993";"Japan";0,814478027471299
"Chemistry";"1993";"South Korea";0,796242985289148
"Chemistry";"1993";"Netherlands";0,774805107423965
"Chemistry";"1993";"Ireland";0,765987323179553
"Chemistry";"1993";"Sweden";0,707588500776598
"Chemistry";"1993";"Norway";0,691056906851184
"Chemistry";"1993";"United Arab Emirates";0
"Chemistry";"1993";"Argentina";0
"Chemistry";"1993";"Azerbaijan";0
"Chemistry";"1993";"Bulgaria";0
"Chemistry";"1993";"Bermuda";0
"Chemistry";"1993";"Brazil";0
"Chemistry";"1993";"Bahamas";0
"Chemistry";"1993";"Chile";0
"Chemistry";"1993";"China";0
"Chemistry";"1993";"Colombia";0
"Chemistry";"1993";"Cuba";0
"Chemistry";"1993";"Czechia";0
"Chemistry";"1993";"Estonia";0
"Chemistry";"1993";"Egypt";0
"Chemistry";"1993";"Gabon";0
"Chemistry";"1993";"Gibraltar";0
"Chemistry";"1993";"Greece";0
"Chemistry";"1993";"Hong Kong SAR China";0
"Chemistry";"1993";"Croatia";0
"Chemistry";"1993";"Indonesia";0
"Chemistry";"1993";"Iraq";0
"Chemistry";"1993";"Iran";0
"Chemistry";"1993";"Iceland";0
"Chemistry";"1993";"Kenya";0
"Chemistry";"1993";"North Korea";0
"Chemistry";"1993";"Cayman Islands";0
"Chemistry";"1993";"Lebanon";0
"Chemistry";"1993";"Liechtenstein";0
"Chemistry";"1993";"Sri Lanka";0
"Chemistry";"1993";"Luxembourg";0
"Chemistry";"1993";"Morocco";0
"Chemistry";"1993";"Monaco";0
"Chemistry";"1993";"Mongolia";0
"Chemistry";"1993";"Malta";0
"Chemistry";"1993";"Mexico";0
"Chemistry";"1993";"Malaysia";0
"Chemistry";"1993";"New Zealand";0
"Chemistry";"1993";"Panama";0
"Chemistry";"1993";"Peru";0
"Chemistry";"1993";"Philippines";0
"Chemistry";"1993";"Poland";0
"Chemistry";"1993";"Portugal";0
"Chemistry";"1993";"Romania";0
"Chemistry";"1993";"Russia";0
"Chemistry";"1993";"Saudi Arabia";0
"Chemistry";"1993";"Singapore";0
"Chemistry";"1993";"Slovenia";0
"Chemistry";"1993";"Sierra Leone";0
"Chemistry";"1993";"Suriname";0
"Chemistry";"1993";"Thailand";0
"Chemistry";"1993";"Turkey";0
"Chemistry";"1993";"Taiwan";0
"Chemistry";"1993";"Ukraine";0
"Chemistry";"1993";"Uruguay";0
"Chemistry";"1993";"Vatican City";0
"Chemistry";"1993";"St. Vincent & Grenadines";0
"Chemistry";"1993";"Venezuela";0
"Chemistry";"1994";"India";2,58556508675409
"Chemistry";"1994";"Hungary";2,37127340847291
"Chemistry";"1994";"Denmark";1,54844886404404
"Chemistry";"1994";"Belgium";1,30208978257503
"Chemistry";"1994";"Germany";1,19473039097895
"Chemistry";"1994";"Italy";1,18714460738113
"Chemistry";"1994";"Spain";1,15171981637615
"Chemistry";"1994";"United Kingdom";1,15146264172671
"Chemistry";"1994";"Canada";1,12437120927706
"Chemistry";"1994";"Israel";1,12350323935699
"Chemistry";"1994";"Switzerland";1,08831208608005
"Chemistry";"1994";"United States";1,05724926239497
"Chemistry";"1994";"France";1,03986115351742
"Chemistry";"1994";"Austria";1,02059357386992
"Chemistry";"1994";"South Africa";0,994451389954756
"Chemistry";"1994";"Australia";0,975949124836299
"Chemistry";"1994";"Finland";0,840182901144763
"Chemistry";"1994";"Japan";0,806544283969569
"Chemistry";"1994";"South Korea";0,782031161445385
"Chemistry";"1994";"Norway";0,764247839041831
"Chemistry";"1994";"Netherlands";0,758315349780941
"Chemistry";"1994";"Ireland";0,726246428327199
"Chemistry";"1994";"Sweden";0,70859577659533
"Chemistry";"1994";"Singapore";0
"Chemistry";"1994";"Taiwan";0
"Chemistry";"1994";"Andorra";0
"Chemistry";"1994";"United Arab Emirates";0
"Chemistry";"1994";"Argentina";0
"Chemistry";"1994";"Burkina Faso";0
"Chemistry";"1994";"Bulgaria";0
"Chemistry";"1994";"Bermuda";0
"Chemistry";"1994";"Bolivia";0
"Chemistry";"1994";"Brazil";0
"Chemistry";"1994";"Bahamas";0
"Chemistry";"1994";"Belarus";0
"Chemistry";"1994";"Chile";0
"Chemistry";"1994";"Cameroon";0
"Chemistry";"1994";"China";0
"Chemistry";"1994";"Colombia";0
"Chemistry";"1994";"Cuba";0
"Chemistry";"1994";"Cyprus";0
"Chemistry";"1994";"Czechia";0
"Chemistry";"1994";"Algeria";0
"Chemistry";"1994";"Estonia";0
"Chemistry";"1994";"Egypt";0
"Chemistry";"1994";"Greece";0
"Chemistry";"1994";"Hong Kong SAR China";0
"Chemistry";"1994";"Croatia";0
"Chemistry";"1994";"Indonesia";0
"Chemistry";"1994";"British Indian Ocean Territory";0
"Chemistry";"1994";"Iceland";0
"Chemistry";"1994";"Jordan";0
"Chemistry";"1994";"Kyrgyzstan";0
"Chemistry";"1994";"Cayman Islands";0
"Chemistry";"1994";"Kazakhstan";0
"Chemistry";"1994";"Lebanon";0
"Chemistry";"1994";"Liechtenstein";0
"Chemistry";"1994";"Luxembourg";0
"Chemistry";"1994";"Latvia";0
"Chemistry";"1994";"Morocco";0
"Chemistry";"1994";"Monaco";0
"Chemistry";"1994";"Mali";0
"Chemistry";"1994";"Malta";0
"Chemistry";"1994";"Mexico";0
"Chemistry";"1994";"Malaysia";0
"Chemistry";"1994";"New Caledonia";0
"Chemistry";"1994";"Nigeria";0
"Chemistry";"1994";"New Zealand";0
"Chemistry";"1994";"Panama";0
"Chemistry";"1994";"Philippines";0
"Chemistry";"1994";"Poland";0
"Chemistry";"1994";"Puerto Rico";0
"Chemistry";"1994";"Portugal";0
"Chemistry";"1994";"Romania";0
"Chemistry";"1994";"Russia";0
"Chemistry";"1994";"Saudi Arabia";0
"Chemistry";"1994";"Slovenia";0
"Chemistry";"1994";"Sierra Leone";0
"Chemistry";"1994";"El Salvador";0
"Chemistry";"1994";"Thailand";0
"Chemistry";"1994";"Turkey";0
"Chemistry";"1994";"Ukraine";0
"Chemistry";"1994";"Venezuela";0
"Chemistry";"1994";"British Virgin Islands";0
"Chemistry";"1994";"Zimbabwe";0
"Chemistry";"1995";"Russia";2,942166768983
"Chemistry";"1995";"India";2,3931976327939
"Chemistry";"1995";"Hungary";2,31136608102963
"Chemistry";"1995";"Denmark";1,59290420527814
"Chemistry";"1995";"Belgium";1,25922965825116
"Chemistry";"1995";"Germany";1,20024178026011
"Chemistry";"1995";"Italy";1,17849817975197
"Chemistry";"1995";"United Kingdom";1,1621467794261
"Chemistry";"1995";"Spain";1,16057120233657
"Chemistry";"1995";"Canada";1,14363104751653
"Chemistry";"1995";"Switzerland";1,11268458714749
"Chemistry";"1995";"France";1,06377148741906
"Chemistry";"1995";"United States";1,05364394261245
"Chemistry";"1995";"Israel";1,0442905780516
"Chemistry";"1995";"Austria";1,03332412026848
"Chemistry";"1995";"South Africa";1,01676579853794
"Chemistry";"1995";"Australia";1,01441520996582
"Chemistry";"1995";"Norway";0,838540445140858
"Chemistry";"1995";"Finland";0,805996952551845
"Chemistry";"1995";"Japan";0,79619313758798
"Chemistry";"1995";"South Korea";0,766863619796151
"Chemistry";"1995";"Netherlands";0,765025738924998
"Chemistry";"1995";"Sweden";0,726536851337325
"Chemistry";"1995";"Luxembourg";0
"Chemistry";"1995";"Singapore";0
"Chemistry";"1995";"Taiwan";0
"Chemistry";"1995";"Ireland";0
"Chemistry";"1995";"Andorra";0
"Chemistry";"1995";"Antigua & Barbuda";0
"Chemistry";"1995";"Armenia";0
"Chemistry";"1995";"Argentina";0
"Chemistry";"1995";"Bulgaria";0
"Chemistry";"1995";"Bermuda";0
"Chemistry";"1995";"Brazil";0
"Chemistry";"1995";"Bahamas";0
"Chemistry";"1995";"Belarus";0
"Chemistry";"1995";"Central African Republic";0
"Chemistry";"1995";"Chile";0
"Chemistry";"1995";"Cameroon";0
"Chemistry";"1995";"China";0
"Chemistry";"1995";"Colombia";0
"Chemistry";"1995";"Costa Rica";0
"Chemistry";"1995";"Cuba";0
"Chemistry";"1995";"Cyprus";0
"Chemistry";"1995";"Czechia";0
"Chemistry";"1995";"Ecuador";0
"Chemistry";"1995";"Estonia";0
"Chemistry";"1995";"Egypt";0
"Chemistry";"1995";"Greece";0
"Chemistry";"1995";"Hong Kong SAR China";0
"Chemistry";"1995";"Honduras";0
"Chemistry";"1995";"Croatia";0
"Chemistry";"1995";"Haiti";0
"Chemistry";"1995";"Indonesia";0
"Chemistry";"1995";"Iran";0
"Chemistry";"1995";"Iceland";0
"Chemistry";"1995";"Jordan";0
"Chemistry";"1995";"North Korea";0
"Chemistry";"1995";"Kuwait";0
"Chemistry";"1995";"Lebanon";0
"Chemistry";"1995";"Liechtenstein";0
"Chemistry";"1995";"Latvia";0
"Chemistry";"1995";"Morocco";0
"Chemistry";"1995";"Monaco";0
"Chemistry";"1995";"Mongolia";0
"Chemistry";"1995";"Macau SAR China";0
"Chemistry";"1995";"Malta";0
"Chemistry";"1995";"Mexico";0
"Chemistry";"1995";"Malaysia";0
"Chemistry";"1995";"Niger";0
"Chemistry";"1995";"Nigeria";0
"Chemistry";"1995";"New Zealand";0
"Chemistry";"1995";"Oman";0
"Chemistry";"1995";"Panama";0
"Chemistry";"1995";"Peru";0
"Chemistry";"1995";"Philippines";0
"Chemistry";"1995";"Poland";0
"Chemistry";"1995";"Puerto Rico";0
"Chemistry";"1995";"Portugal";0
"Chemistry";"1995";"Romania";0
"Chemistry";"1995";"Saudi Arabia";0
"Chemistry";"1995";"Slovenia";0
"Chemistry";"1995";"Slovakia";0
"Chemistry";"1995";"El Salvador";0
"Chemistry";"1995";"Thailand";0
"Chemistry";"1995";"Turkey";0
"Chemistry";"1995";"Trinidad & Tobago";0
"Chemistry";"1995";"Ukraine";0
"Chemistry";"1995";"Venezuela";0
"Chemistry";"1995";"Vietnam";0
"Chemistry";"1995";"Zambia";0
"Chemistry";"1996";"Hungary";2,41247384046181
"Chemistry";"1996";"India";2,31710221584877
"Chemistry";"1996";"Russia";1,77467053453147
"Chemistry";"1996";"Denmark";1,59401287649402
"Chemistry";"1996";"Spain";1,26598888356647
"Chemistry";"1996";"Belgium";1,23459222011537
"Chemistry";"1996";"China";1,2320721941656
"Chemistry";"1996";"Germany";1,21625657168517
"Chemistry";"1996";"Canada";1,18905216832114
"Chemistry";"1996";"Italy";1,1685770815334
"Chemistry";"1996";"United Kingdom";1,16779520376633
"Chemistry";"1996";"Switzerland";1,12989100849541
"Chemistry";"1996";"France";1,09141820834737
"Chemistry";"1996";"United States";1,05133798496611
"Chemistry";"1996";"South Africa";1,03716197637401
"Chemistry";"1996";"Australia";1,02811394611739
"Chemistry";"1996";"Austria";1,02421474787789
"Chemistry";"1996";"Israel";1,01181296783765
"Chemistry";"1996";"Norway";0,868217570898109
"Chemistry";"1996";"Japan";0,78118117291122
"Chemistry";"1996";"Sweden";0,747477560020982
"Chemistry";"1996";"Finland";0,746694120242276
"Chemistry";"1996";"Netherlands";0,742849744162053
"Chemistry";"1996";"Ireland";0,707145019263108
"Chemistry";"1996";"South Korea";0,689886312020556
"Chemistry";"1996";"Singapore";0
"Chemistry";"1996";"Taiwan";0
"Chemistry";"1996";"Luxembourg";0
"Chemistry";"1996";"Hong Kong SAR China";0
"Chemistry";"1996";"Armenia";0
"Chemistry";"1996";"Argentina";0
"Chemistry";"1996";"Bulgaria";0
"Chemistry";"1996";"Bermuda";0
"Chemistry";"1996";"Brazil";0
"Chemistry";"1996";"Belarus";0
"Chemistry";"1996";"Côte d’Ivoire";0
"Chemistry";"1996";"Cook Islands";0
"Chemistry";"1996";"Chile";0
"Chemistry";"1996";"Cameroon";0
"Chemistry";"1996";"Colombia";0
"Chemistry";"1996";"Cuba";0
"Chemistry";"1996";"Czechia";0
"Chemistry";"1996";"Algeria";0
"Chemistry";"1996";"Estonia";0
"Chemistry";"1996";"Egypt";0
"Chemistry";"1996";"Grenada";0
"Chemistry";"1996";"Greece";0
"Chemistry";"1996";"Guatemala";0
"Chemistry";"1996";"Croatia";0
"Chemistry";"1996";"Indonesia";0
"Chemistry";"1996";"Iran";0
"Chemistry";"1996";"Iceland";0
"Chemistry";"1996";"Kyrgyzstan";0
"Chemistry";"1996";"North Korea";0
"Chemistry";"1996";"Kuwait";0
"Chemistry";"1996";"Cayman Islands";0
"Chemistry";"1996";"Lebanon";0
"Chemistry";"1996";"Liechtenstein";0
"Chemistry";"1996";"Latvia";0
"Chemistry";"1996";"Monaco";0
"Chemistry";"1996";"Montserrat";0
"Chemistry";"1996";"Mexico";0
"Chemistry";"1996";"Malaysia";0
"Chemistry";"1996";"Nepal";0
"Chemistry";"1996";"New Zealand";0
"Chemistry";"1996";"French Polynesia";0
"Chemistry";"1996";"Philippines";0
"Chemistry";"1996";"Pakistan";0
"Chemistry";"1996";"Poland";0
"Chemistry";"1996";"Puerto Rico";0
"Chemistry";"1996";"Portugal";0
"Chemistry";"1996";"Romania";0
"Chemistry";"1996";"Saudi Arabia";0
"Chemistry";"1996";"Slovenia";0
"Chemistry";"1996";"Slovakia";0
"Chemistry";"1996";"El Salvador";0
"Chemistry";"1996";"Thailand";0
"Chemistry";"1996";"Tajikistan";0
"Chemistry";"1996";"Turkey";0
"Chemistry";"1996";"Ukraine";0
"Chemistry";"1996";"Uruguay";0
"Chemistry";"1996";"Venezuela";0
"Chemistry";"1996";"Vietnam";0
"Chemistry";"1997";"India";2,2851000804502
"Chemistry";"1997";"Hungary";2,16959839932814
"Chemistry";"1997";"Poland";1,96473561564741
"Chemistry";"1997";"Russia";1,75052724574731
"Chemistry";"1997";"Denmark";1,57930412543631
"Chemistry";"1997";"Spain";1,33393066302703
"Chemistry";"1997";"China";1,33160742688962
"Chemistry";"1997";"Luxembourg";1,26464486652124
"Chemistry";"1997";"Germany";1,2048749248526
"Chemistry";"1997";"Canada";1,19255458054977
"Chemistry";"1997";"Belgium";1,18420113854573
"Chemistry";"1997";"United Kingdom";1,16909259194028
"Chemistry";"1997";"Italy";1,14987045301923
"Chemistry";"1997";"Switzerland";1,13382137030227
"Chemistry";"1997";"France";1,10376024758139
"Chemistry";"1997";"South Africa";1,10300677523766
"Chemistry";"1997";"United States";1,06396602386108
"Chemistry";"1997";"Australia";1,0551780094897
"Chemistry";"1997";"Austria";1,04918517429635
"Chemistry";"1997";"New Zealand";0,965624836182259
"Chemistry";"1997";"Israel";0,944375384786104
"Chemistry";"1997";"Norway";0,893024485855544
"Chemistry";"1997";"Ireland";0,78215274087805
"Chemistry";"1997";"Japan";0,763352595393292
"Chemistry";"1997";"Sweden";0,744022601709018
"Chemistry";"1997";"Netherlands";0,725393417804666
"Chemistry";"1997";"Finland";0,709384571247635
"Chemistry";"1997";"South Korea";0,620465505858529
"Chemistry";"1997";"Singapore";0
"Chemistry";"1997";"Taiwan";0
"Chemistry";"1997";"Hong Kong SAR China";0
"Chemistry";"1997";"Albania";0
"Chemistry";"1997";"Argentina";0
"Chemistry";"1997";"Azerbaijan";0
"Chemistry";"1997";"Bulgaria";0
"Chemistry";"1997";"Bolivia";0
"Chemistry";"1997";"Brazil";0
"Chemistry";"1997";"Bahamas";0
"Chemistry";"1997";"Belarus";0
"Chemistry";"1997";"Côte d’Ivoire";0
"Chemistry";"1997";"Chile";0
"Chemistry";"1997";"Colombia";0
"Chemistry";"1997";"Costa Rica";0
"Chemistry";"1997";"Cuba";0
"Chemistry";"1997";"Cyprus";0
"Chemistry";"1997";"Czechia";0
"Chemistry";"1997";"Algeria";0
"Chemistry";"1997";"Egypt";0
"Chemistry";"1997";"Grenada";0
"Chemistry";"1997";"Georgia";0
"Chemistry";"1997";"Gambia";0
"Chemistry";"1997";"Greece";0
"Chemistry";"1997";"Croatia";0
"Chemistry";"1997";"Haiti";0
"Chemistry";"1997";"Iran";0
"Chemistry";"1997";"Iceland";0
"Chemistry";"1997";"Jordan";0
"Chemistry";"1997";"North Korea";0
"Chemistry";"1997";"Kuwait";0
"Chemistry";"1997";"Cayman Islands";0
"Chemistry";"1997";"Kazakhstan";0
"Chemistry";"1997";"Liechtenstein";0
"Chemistry";"1997";"Lithuania";0
"Chemistry";"1997";"Latvia";0
"Chemistry";"1997";"Monaco";0
"Chemistry";"1997";"Malta";0
"Chemistry";"1997";"Mexico";0
"Chemistry";"1997";"Malaysia";0
"Chemistry";"1997";"New Caledonia";0
"Chemistry";"1997";"Philippines";0
"Chemistry";"1997";"Pakistan";0
"Chemistry";"1997";"Puerto Rico";0
"Chemistry";"1997";"Portugal";0
"Chemistry";"1997";"Romania";0
"Chemistry";"1997";"Saudi Arabia";0
"Chemistry";"1997";"Slovenia";0
"Chemistry";"1997";"Slovakia";0
"Chemistry";"1997";"Sierra Leone";0
"Chemistry";"1997";"Thailand";0
"Chemistry";"1997";"Turkey";0
"Chemistry";"1997";"Ukraine";0
"Chemistry";"1997";"Uzbekistan";0
"Chemistry";"1997";"Venezuela";0
"Chemistry";"1998";"Hungary";2,16567597733503
"Chemistry";"1998";"India";2,09462311680073
"Chemistry";"1998";"China";1,63601311987159
"Chemistry";"1998";"Denmark";1,6170015424589
"Chemistry";"1998";"Russia";1,54567769910715
"Chemistry";"1998";"Spain";1,32158266952758
"Chemistry";"1998";"Canada";1,2407082675923
"Chemistry";"1998";"Belgium";1,19745073325232
"Chemistry";"1998";"Germany";1,1778194926948
"Chemistry";"1998";"United Kingdom";1,17167587549685
"Chemistry";"1998";"South Africa";1,14071025998361
"Chemistry";"1998";"France";1,13545226694139
"Chemistry";"1998";"Italy";1,12953617309131
"Chemistry";"1998";"Switzerland";1,12305169922077
"Chemistry";"1998";"Australia";1,11553185278992
"Chemistry";"1998";"United States";1,08273659258848
"Chemistry";"1998";"Austria";1,05252863925828
"Chemistry";"1998";"New Zealand";1,02092949401381
"Chemistry";"1998";"Norway";1,00165587065
"Chemistry";"1998";"Israel";0,911163782165274
"Chemistry";"1998";"Ireland";0,815016759674933
"Chemistry";"1998";"Japan";0,736363330016935
"Chemistry";"1998";"Taiwan";0,731089307339276
"Chemistry";"1998";"Sweden";0,713868345448196
"Chemistry";"1998";"Netherlands";0,694575721260824
"Chemistry";"1998";"Finland";0,677647096957013
"Chemistry";"1998";"South Korea";0,593580333280705
"Chemistry";"1998";"Singapore";0
"Chemistry";"1998";"Brazil";0
"Chemistry";"1998";"Luxembourg";0
"Chemistry";"1998";"Hong Kong SAR China";0
"Chemistry";"1998";"Andorra";0
"Chemistry";"1998";"Antigua & Barbuda";0
"Chemistry";"1998";"Albania";0
"Chemistry";"1998";"Argentina";0
"Chemistry";"1998";"Aruba";0
"Chemistry";"1998";"Azerbaijan";0
"Chemistry";"1998";"Bulgaria";0
"Chemistry";"1998";"Bahamas";0
"Chemistry";"1998";"Belarus";0
"Chemistry";"1998";"Congo - Brazzaville";0
"Chemistry";"1998";"Chile";0
